date,user,comment
31-12-2017T00:03:10,DevlNuK,"Well, I'm going to bed, see you later guys!  And Happy  New Year!"
31-12-2017T00:03:11,DarthRexKing,Still an hour for me.
31-12-2017T00:03:18,DarthRexKing,Happy newyears!
31-12-2017T00:03:20,ZizzoGaming,Happy New Year for everyone in the EST time zone!
31-12-2017T00:03:31,TheBeckoner,Bye Dev and Happy new year!
31-12-2017T00:03:33,RandomTKLover,"Rip, everyone not on est"
31-12-2017T00:03:44,ZizzoGaming,I've got a little under 2 hours left
31-12-2017T00:03:44,RandomTKLover,Bye dev XD
31-12-2017T00:03:48,Twokinds,Time to get to work.
31-12-2017T00:03:54,TheBeckoner,On waht?
31-12-2017T00:03:57,BadFoMo,On what?
31-12-2017T00:03:58,RandomTKLover,Already?
31-12-2017T00:03:59,TheBeckoner,what*
31-12-2017T00:04:00,ZizzoGaming,Doing what?
31-12-2017T00:04:07,MidnightBlue78,What!?!?!?
31-12-2017T00:04:12,Twokinds,On 2018
31-12-2017T00:04:15,unsteddyphoenix,Youve all wasted PRECIOUS SECONDS of the new year
31-12-2017T00:04:18,unsteddyphoenix,Chop chop!
31-12-2017T00:04:29,TheBeckoner,"Still 2017 here, I got time"
31-12-2017T00:04:35,MidnightBlue78,"ok, enough free time lol"
31-12-2017T00:04:36,BadFoMo,//Troll The same thing we do every night?
31-12-2017T00:04:45,RandomTKLover,XD
31-12-2017T00:04:52,unsteddyphoenix,Too real
31-12-2017T00:04:53,MidnightBlue78,How about the first stream of the Year?
31-12-2017T00:05:05,MidnightBlue78,Just kidding
31-12-2017T00:05:07,DevlNuK,Whi now that I go to sleep? no more the  energetic : C
31-12-2017T00:05:19,unsteddyphoenix,"Tomorrow, right?"
31-12-2017T00:05:28,MidnightBlue78,"Dev, happy New Year!!!!!"
31-12-2017T00:05:36,DevlNuK,:D
31-12-2017T00:06:21,TheBeckoner,I think he's gonna do the other coloring off screen
31-12-2017T00:06:37,TheBeckoner,He didnt say though
31-12-2017T00:06:55,DevlNuK,wow Random we did not talk to one year!
31-12-2017T00:06:56,ZizzoGaming,Prolly not. If he was going to do it now he'd probably go online so we can watch.
31-12-2017T00:07:21,TheBeckoner,I do hope I am wrong though
31-12-2017T00:07:31,RandomTKLover,It’s been a while hasn’t it guys XD
31-12-2017T00:07:36,TheBeckoner,I like these streams a lot :grin:
31-12-2017T00:07:52,MidnightBlue78,"yeah, since last year lol"
31-12-2017T00:07:58,RandomTKLover,I hardly remember any of you:ptv-condescending:
31-12-2017T00:08:10,MidnightBlue78,"Oh, the lame new year's jokes XD"
31-12-2017T00:08:14,ZizzoGaming,Wow thanksdASdasfadflkjgha l;
31-12-2017T00:08:20,ZizzoGaming,oops
31-12-2017T00:08:41,TheBeckoner,lol
31-12-2017T00:08:44,RandomTKLover,"Qwertyuiop[]\asdfghjkl;’zxcvbnm,.../"
31-12-2017T00:08:58,DevlNuK,"Goodbye ""Dab!"" I will miss you"
31-12-2017T00:09:12,RandomTKLover,"No, leave the dab in 2017"
31-12-2017T00:09:36,DevlNuK,🅱️AB
31-12-2017T00:09:42,DevlNuK,is new
31-12-2017T00:09:42,ZizzoGaming,dabs for the last two hours of 2017
31-12-2017T00:09:54,DevlNuK,idk
31-12-2017T00:10:21,DevlNuK,Leeroooooooooooy Jenkins!
31-12-2017T00:10:34,RandomTKLover,Goodbye everyone! It was nice stayin up with the ones who hate me least. XD
31-12-2017T00:10:44,RandomTKLover,:ptv-sad:
31-12-2017T00:10:51,TheBeckoner,Aw we dont hate you at all
31-12-2017T00:10:55,TheBeckoner,least I dont
31-12-2017T00:10:58,TheBeckoner,Welp
31-12-2017T00:11:05,RandomTKLover,:ptv-laugh:
31-12-2017T00:11:07,TheBeckoner,Goodnight :grinning:
31-12-2017T00:11:27,ZizzoGaming,I don't hate anyone here. I like to think I'm friends with everyone!
31-12-2017T00:11:30,TheBeckoner,I have no emotes otherwise Id use those instead of the creepy smiley face  lol
31-12-2017T00:12:10,ZizzoGaming,@TheBeckoner one like this :ctwokinds-evalswink_sparkl:?
31-12-2017T00:12:21,DevlNuK,bye Random If you see 2 lights in your room do not worry and only the Nuk watching you to okay?
31-12-2017T00:12:26,TheBeckoner,Yeah that'll work
31-12-2017T00:12:32,CrRAR,:ctwokinds-keith8D:
31-12-2017T00:12:46,RandomTKLover,Two lights?
31-12-2017T00:12:50,RandomTKLover,Eyes?
31-12-2017T00:12:54,DevlNuK,yea
31-12-2017T00:13:15,RandomTKLover,At least I’ll be safe
31-12-2017T00:13:43,RandomTKLover,"Good night, and goodyear everyone.:ptv-greetings:"
31-12-2017T00:13:59,DevlNuK,[Nuk system] Until I get tired of watching you and killing you but nvm
31-12-2017T00:14:08,ZizzoGaming,I'll stick with the Galactic Empire being my guardian/
31-12-2017T00:14:23,TheBeckoner,Gn Rando
31-12-2017T00:14:23,DevlNuK,Bye :ptv-scratch:
31-12-2017T00:14:45,ZizzoGaming,"Empire protec. Empire attac. But most importantly, Empire Strike Bac"
31-12-2017T00:14:54,CrRAR,tru fac
31-12-2017T00:14:56,DevlNuK,xD
31-12-2017T00:16:14,DevlNuK,"""FallenMeteorDragon"" I like this name"
31-12-2017T00:16:16,DevlNuK,lul
31-12-2017T00:16:41,DevlNuK,people have a creativity omg
31-12-2017T00:16:43,ZizzoGaming,Browsing the list of lurkers?
31-12-2017T00:17:42,TheBeckoner,I wonder how many lurkers are actually here
31-12-2017T00:17:45,TheBeckoner,like
31-12-2017T00:17:50,TheBeckoner,activley watching
31-12-2017T00:18:08,MidnightBlue78,:ctwokinds-keith8D:
31-12-2017T00:18:27,ZizzoGaming,"I see four active users, and it says 28 users are online. So I'll guess that 24 are lurking."
31-12-2017T00:18:38,ZizzoGaming,"Five active, 23 lurking"
31-12-2017T00:18:40,DevlNuK,"Goodbye Guys, ""I hope they come to the dark side of the force"" Bye :ptv-victory:"
31-12-2017T00:18:43,ZizzoGaming,Hey Midnight
31-12-2017T00:18:51,ZizzoGaming,Bye Nuk
31-12-2017T00:19:03,MidnightBlue78,I want to join the dark side
31-12-2017T00:19:16,MidnightBlue78,I need to apply for the position
31-12-2017T00:19:27,DevlNuK,And just give me a coffee
31-12-2017T00:19:48,MidnightBlue78,"Oh, coffee?"
31-12-2017T00:19:49,ZizzoGaming,"OMG same. If I could use Force Choke and Force Lightning, the world would be a better place. I'd need a lightsaber though."
31-12-2017T00:19:51,TheBeckoner,See yah Devl
31-12-2017T00:20:07,TheBeckoner,No lewd choking plz
31-12-2017T00:20:11,TheBeckoner,40min
31-12-2017T00:20:15,TheBeckoner,brb
31-12-2017T00:20:19,DevlNuK,See yah Beck De last  jedi!
31-12-2017T00:20:24,DevlNuK,The
31-12-2017T00:21:44,DevlNuK,"I'm drunk and sleepy now, my wolf energy is over. I need a bed Bye"
31-12-2017T00:21:54,CrRAR,night night
31-12-2017T00:21:59,MidnightBlue78,"bye Dev,sleep tight"
31-12-2017T00:22:01,ZizzoGaming,Good Night NuK
31-12-2017T00:23:41,TheBeckoner,So
31-12-2017T00:23:46,TheBeckoner,How is 2018?
31-12-2017T00:24:12,MidnightBlue78,pretty sweet
31-12-2017T00:24:20,CrRAR,I feel... marginally more inspired.
31-12-2017T00:24:27,MidnightBlue78,"now, instead of a 7, there's an 8"
31-12-2017T00:24:36,CrRAR,\o/
31-12-2017T00:24:38,MidnightBlue78,It's really cool
31-12-2017T00:24:38,unsteddyphoenix,!!! :O
31-12-2017T00:24:38,CrRAR,wooooo
31-12-2017T00:24:46,MidnightBlue78,\o/
31-12-2017T00:25:57,TheBeckoner,praise the sun!
31-12-2017T00:26:05,TheBeckoner,Sounds better than 2017
31-12-2017T00:26:09,TheBeckoner,I'll be there soon
31-12-2017T00:26:57,BadFoMo,What does anyone think of this? https://www.twokinds.net/forum/viewtopic.php?f=31&t=20177 PoundSign NoShame.
31-12-2017T00:32:24,TheBeckoner,So a twokinds game?
31-12-2017T00:39:38,TheBeckoner,20 min
31-12-2017T00:39:40,ZizzoGaming,I'm for it.
31-12-2017T00:39:47,ZizzoGaming,@BadFoMo
31-12-2017T00:39:52,CrRAR,yay beck
31-12-2017T00:39:59,TheBeckoner,Gettin closer
31-12-2017T00:44:55,TheBeckoner,15min
31-12-2017T00:45:26,CrRAR,yeeee
31-12-2017T00:45:43,TheBeckoner,anybody else CST?
31-12-2017T00:46:30,ZizzoGaming,MST here
31-12-2017T00:48:53,TheBeckoner,MST?
31-12-2017T00:48:58,TheBeckoner,mountain time?|
31-12-2017T00:49:06,ZizzoGaming,Yee
31-12-2017T00:49:11,ZizzoGaming,I live in Colorado
31-12-2017T00:50:57,LeKnightWolf,:ptv-greetings:
31-12-2017T00:55:17,CrRAR,5mins!1!
31-12-2017T00:59:37,TheBeckoner,1 Minute!!!!
31-12-2017T00:59:53,CrRAR,:ctwokinds-sleepoverA:
31-12-2017T01:00:06,TheBeckoner,:boom: Happy New Year:boom:
31-12-2017T01:59:30,ZizzoGaming,30 seconds!
31-12-2017T02:00:02,CrRAR,"Ya made it kid, ya made it..."
31-12-2017T02:00:07,CrRAR,o7
31-12-2017T02:00:33,CrRAR,:ctwokinds-sleepoverB::ctwokinds-sleepoverA:
31-12-2017T02:01:54,CrRAR,"Well, and with that I say, be excellent to each other and PARTY ON DUDES!"
31-12-2017T02:21:57,unsteddyphoenix,:ctwokinds-evalswink_sparkl:
31-12-2017T02:25:23,TheBeckoner,I heff no party
31-12-2017T02:25:33,TheBeckoner,and I heff no excellent dudes
31-12-2017T02:43:00,unsteddyphoenix,Make do with mediocre dudes
31-12-2017T02:51:17,TheBeckoner,*sigh* I suppose
31-12-2017T02:51:40,ZizzoGaming,I mean. We're here
31-12-2017T02:52:51,unsteddyphoenix,Nice and mediocre~ :ctwokinds-rainehappy:
31-12-2017T02:53:28,ZizzoGaming,An the high and mighty princess is here.
31-12-2017T02:54:04,TheBeckoner,Why is unsteddy a princess?  Thar was pre-my arrival
31-12-2017T02:54:21,TheBeckoner,How long have y'all been watching these streams?
31-12-2017T04:27:32,Dadrobit,https://imgur.com/a/yY4XO
31-12-2017T04:28:59,Dadrobit,"I think the stagecoach was a new thing this year, can't find photos immediately. Also doesn't help that"
31-12-2017T04:30:33,Dadrobit,"Have a good one unsteddy, I'll be doing the same here in a bit o/"
31-12-2017T04:30:59,Dadrobit,doesn't help that stagecoach is the name of a company out here*
31-12-2017T04:32:23,TheBeckoner,Oh Goodnight Unsteady! I didn't see your comment
31-12-2017T04:32:29,TheBeckoner,and hepp nu yer
31-12-2017T04:34:40,TheBeckoner,Did you ever get that chocolate milk?
31-12-2017T04:35:20,Dadrobit,"Oh, almost forgot about the Show Low Deuce Drop and the Flagstaff Pinecone!"
31-12-2017T04:35:33,Dadrobit,"yeah, it was delicious."
31-12-2017T04:39:32,TheBeckoner,No clue what youre talking about at all tbh
31-12-2017T04:39:36,TheBeckoner,Hope thats ok
31-12-2017T04:39:38,TheBeckoner,lol
31-12-2017T04:40:23,TheBeckoner,I understand chocolate milk though
31-12-2017T04:40:27,TheBeckoner,and cars
31-12-2017T04:40:31,TheBeckoner,I understand cars
31-12-2017T04:40:54,TheBeckoner,Did you draw your profile pick?
31-12-2017T04:45:06,Dadrobit,"We have a city here named Show Low. It was named after a poker game that was won with a deuce of clubs, the lowest possible hand. So they drop a giant deuce of clubs card on NYE."
31-12-2017T04:45:31,Dadrobit,"They ""Showed Low"" and still won was the connection there."
31-12-2017T04:45:33,TheBeckoner,Oh I see
31-12-2017T04:46:27,Dadrobit,"And no, a guy named RuddyBeggar on Picarto and MaximumMiff on FA drew it for me."
31-12-2017T04:46:39,TheBeckoner,"Well, Im gonna go to bed. I have company tomorrow and I told them the be here by noon which means I cant sleep til 1"
31-12-2017T04:46:54,TheBeckoner,"Lol I read that as ""MaximumMilf"""
31-12-2017T04:47:37,TheBeckoner,Come to think of it I dont really have any sort of art to represent me or anything...
31-12-2017T04:47:54,TheBeckoner,"Not really sure what a ""Beckoner"" Would look like..."
31-12-2017T04:48:01,TheBeckoner,anyway I gotta sleep
31-12-2017T04:48:03,TheBeckoner,gn
31-12-2017T04:48:08,Dadrobit,Have a good one!
31-12-2017T04:48:32,TheBeckoner,Same to you :grin: and :boom:hepp nu yer:boom:
31-12-2017T04:48:48,TheBeckoner,has gone to sleep
31-12-2017T04:57:16,MidnightBlue78,"everyone went to sleep, and I just woke up for no apparent reason"
31-12-2017T09:52:28,RandomTKLover,This is true
31-12-2017T11:18:07,CrRAR,♫ She said there is nooo reason ♫
31-12-2017T12:14:54,LeKnightWolf,hi
31-12-2017T12:32:26,TheBeckoner,Uuuuuuugghhhhhh
31-12-2017T12:32:29,TheBeckoner,Im up
31-12-2017T12:32:33,TheBeckoner,So tired
31-12-2017T12:35:19,LeKnightWolf,what time is it?
31-12-2017T12:36:06,TheBeckoner,it's 11:35am here but I went to bed at like 5:30am
31-12-2017T12:39:05,LeKnightWolf,"wow, what a day."
31-12-2017T12:55:04,TheBeckoner,"So far, a tiring day."
31-12-2017T13:22:38,MidnightBlue78,hey guys! I just started out my new year really good.
31-12-2017T13:23:32,MidnightBlue78,"I had my first coffee of 2018!!!!!YAY!!!! I'm going places, I can feel it :ctwokinds-nibsbounce:"
31-12-2017T14:18:03,Twokinds,Good morning everybody!
31-12-2017T14:18:23,Twokinds,"Aaah, 2018, I can feel it. So different."
31-12-2017T14:18:34,Twokinds,This is gunna be a good year.
31-12-2017T14:18:46,iliar,"Good morning, Tom!!!"
31-12-2017T14:20:52,Twokinds,Ah!
31-12-2017T14:21:38,iliar,I think Natani from last page mix well with Maren's Bikini background. https://vk.com/wall-24039608_22066
31-12-2017T14:32:44,MidnightBlue78,Good morning Tommy!!!!!
31-12-2017T14:34:26,MidnightBlue78,I hope you're ready for the biggest challenge the new year
31-12-2017T14:38:01,MidnightBlue78,*of
31-12-2017T14:39:49,js199456,can't wait for the next page in the comic
31-12-2017T14:40:12,js199456,really enjoyed the last ones
31-12-2017T14:41:44,MidnightBlue78,which is remembering to write the correct year every time you have to fill out the date :ctwokinds-clovischuckle:
31-12-2017T14:54:22,Combak,Happy New Year all!
31-12-2017T14:57:05,MidnightBlue78,Happy New Year!!! :ctwokinds-katdryer:
31-12-2017T15:09:03,MasamotoTakeshi,Good evening everyone and happy new year ^^
31-12-2017T15:10:22,LeKnightWolf,:ptv-condescending:new year
31-12-2017T16:21:46,ZizzoGaming,Hey everyone
31-12-2017T16:21:48,ZizzoGaming,BRB
31-12-2017T16:39:28,ZizzoGaming,Ok I'm back
31-12-2017T16:39:39,ZizzoGaming,Hello everyone
31-12-2017T17:13:12,Ossem1,Haaai
31-12-2017T17:13:27,Ossem1,Bit late but meh
31-12-2017T18:06:38,ZizzoGaming,Hullo
31-12-2017T18:48:36,MidnightBlue78,"so, my first fail of 2018, I may have overcooked my steak a teeny tiny bit :3"
31-12-2017T18:48:48,MidnightBlue78,:ptv-uneasy:
31-12-2017T18:49:34,KuroganeWatanoshi,hi
31-12-2017T18:50:40,MidnightBlue78,hey~
31-12-2017T18:50:46,unsteddyphoenix,How teeny and/or tiny are we talking here?
31-12-2017T18:50:57,MidnightBlue78,:ctwokinds-floraquestion:
31-12-2017T18:51:29,MidnightBlue78,Enough to notice it's overcooked :ctwokinds-keith8D:
31-12-2017T18:53:05,MidnightBlue78,but it's still edible
31-12-2017T18:53:53,unsteddyphoenix,Alright that's fine just dont do it again
31-12-2017T18:53:59,unsteddyphoenix,Im letting you off with a warning~
31-12-2017T18:56:05,KuroganeWatanoshi,how's everyone's new year?
31-12-2017T18:56:32,unsteddyphoenix,Pretty fresh
31-12-2017T18:58:37,KuroganeWatanoshi,nice
31-12-2017T18:59:06,ZizzoGaming,Doing well
31-12-2017T19:01:35,MidnightBlue78,ok Unsteddy :ctwokinds-evalswink_sparkl:
31-12-2017T19:02:11,MidnightBlue78,"actually, my daughter is soooo pissed about the overcooked steak right now"
31-12-2017T19:02:41,unsteddyphoenix,Ok rude.
31-12-2017T19:02:47,Mustanglvr007,Pretty darn good
31-12-2017T19:02:57,MidnightBlue78,I didn't know overcooked steak would break families apart lol
31-12-2017T19:03:04,unsteddyphoenix,If she wants to keep that attitude up she can go straight to her room!
31-12-2017T19:03:09,Mustanglvr007,Lol
31-12-2017T19:03:11,MidnightBlue78,guess I know now
31-12-2017T19:03:14,unsteddyphoenix,WITHOUT DESSERT
31-12-2017T19:03:16,MidnightBlue78,😂😂😂
31-12-2017T19:03:30,Mustanglvr007,Trying to get ESPN to work on my TV
31-12-2017T19:03:37,unsteddyphoenix,Wars have been fought over steak probably
31-12-2017T19:03:38,Mustanglvr007,The ESPN app
31-12-2017T19:04:44,MidnightBlue78,"we've been witnesses to steak wars here before, they can get intense"
31-12-2017T19:04:51,Mustanglvr007,*sigh*
31-12-2017T19:04:56,Mustanglvr007,Steak
31-12-2017T19:05:00,ZizzoGaming,Would you go to war over steak princess?
31-12-2017T19:05:11,Mustanglvr007,I can't cook steak
31-12-2017T19:05:24,MidnightBlue78,"Well, at least I tried.... https://imgur.com/gallery/16LJY"
31-12-2017T19:05:38,unsteddyphoenix,Hahahaha
31-12-2017T19:05:42,DevlNuK,xd
31-12-2017T19:05:49,Mustanglvr007,But I cook really good omlets in the morning
31-12-2017T19:05:54,ZizzoGaming,HAha
31-12-2017T19:05:55,DevlNuK,yea
31-12-2017T19:05:57,Mustanglvr007,"I'm single, no kids"
31-12-2017T19:06:07,unsteddyphoenix,Im a fan
31-12-2017T19:06:18,Mustanglvr007,But I love eating steak
31-12-2017T19:06:47,DevlNuK,me too
31-12-2017T19:07:13,DevlNuK,"I'm eating now, xD"
31-12-2017T19:10:01,MidnightBlue78,"All of you with out kids,please stay childless"
31-12-2017T19:10:08,DevlNuK,ok
31-12-2017T19:10:11,MidnightBlue78,Life is much easier
31-12-2017T19:10:48,unsteddyphoenix,Was planning to~
31-12-2017T19:10:59,unsteddyphoenix,I cant see how kids could be better than many cats
31-12-2017T19:11:39,MidnightBlue78,cats&gt;kids
31-12-2017T19:12:46,unsteddyphoenix,I will quote that to my mother who wants grandkids
31-12-2017T19:13:17,DevlNuK,lol
31-12-2017T19:13:30,MidnightBlue78,"yes, feel free to do so"
31-12-2017T19:19:14,Twokinds,It's so cold
31-12-2017T19:19:26,Twokinds,I had to break out the space heater to warm up my hands to draw.
31-12-2017T19:19:52,Combak,"Yep, single digits or teens out there."
31-12-2017T19:19:57,Combak,Brr!
31-12-2017T19:20:25,Combak,Just double checking: There is NOT a stream tonight?
31-12-2017T19:20:28,MidnightBlue78,what's the temp there Tom?
31-12-2017T19:21:06,Combak,My weather app says 2 F.
31-12-2017T19:21:10,Twokinds,-16 C
31-12-2017T19:21:16,KuroganeWatanoshi,oh
31-12-2017T19:21:19,unsteddyphoenix,Woah
31-12-2017T19:21:25,KuroganeWatanoshi,mine is... uhh
31-12-2017T19:21:53,KuroganeWatanoshi,-8 F
31-12-2017T19:22:06,Combak,Canada?
31-12-2017T19:22:13,unsteddyphoenix,Is there snow then?
31-12-2017T19:22:17,MidnightBlue78,oh my goodness
31-12-2017T19:22:17,KuroganeWatanoshi,yep
31-12-2017T19:22:24,Twokinds,Yeah
31-12-2017T19:22:44,KuroganeWatanoshi,nice
31-12-2017T19:22:57,KuroganeWatanoshi,How was your new years Tom
31-12-2017T19:22:58,unsteddyphoenix,That's sweet
31-12-2017T19:22:59,DevlNuK,81°F here
31-12-2017T19:23:07,unsteddyphoenix,Did yall have to shovel snow
31-12-2017T19:23:13,KuroganeWatanoshi,should I refer to him as Twokinds or Tom?
31-12-2017T19:23:14,unsteddyphoenix,LIKE IN THE FILMS? :ctwokinds-maddiessparkles:
31-12-2017T19:23:22,MidnightBlue78,Tom
31-12-2017T19:23:24,Combak,Tom
31-12-2017T19:23:42,DevlNuK,при
31-12-2017T19:23:47,KuroganeWatanoshi,alright
31-12-2017T19:23:56,TheBeckoner,tOm
31-12-2017T19:24:07,MidnightBlue78,"It's 36F here, says it feels like 28"
31-12-2017T19:24:20,MidnightBlue78,"To me, feels like suffering"
31-12-2017T19:24:37,DevlNuK,I have 3 fans pointed at me xD
31-12-2017T19:24:45,MidnightBlue78,I ran in and out to put the garbage bin on the curb
31-12-2017T19:25:01,MidnightBlue78,you're always melting Dev
31-12-2017T19:25:06,DevlNuK,yep
31-12-2017T19:25:53,unsteddyphoenix,"It's 25C here, apparently it's gonna get real humid soon. :/"
31-12-2017T19:26:04,unsteddyphoenix,'least yall can put on more clothes!
31-12-2017T19:26:15,unsteddyphoenix,"Theres a limit to how much I can remove, regrettably"
31-12-2017T19:26:29,KuroganeWatanoshi,oh hey Devil
31-12-2017T19:26:31,MidnightBlue78,"yeah, that's true for everyone"
31-12-2017T19:26:37,DevlNuK,Hey Kuro
31-12-2017T19:26:44,MidnightBlue78,Unless you live in the jungle
31-12-2017T19:27:01,DevlNuK,Brazil is a jungle
31-12-2017T19:27:08,MidnightBlue78,you can walk around in a loincloth
31-12-2017T19:27:22,unsteddyphoenix,Ideal
31-12-2017T19:27:23,DevlNuK,NOP
31-12-2017T19:27:41,DevlNuK,I'll never take off my coat
31-12-2017T19:28:08,unsteddyphoenix,Mans not hot?
31-12-2017T19:28:26,DevlNuK,it is very
31-12-2017T19:28:36,DevlNuK,hot
31-12-2017T19:31:42,KuroganeWatanoshi,I have walked in the snow with nothing but underwear for a minute. Truth or Dare.. yeah
31-12-2017T19:32:00,MidnightBlue78,you got issues
31-12-2017T19:32:27,DevlNuK,I would do it...
31-12-2017T19:32:58,MidnightBlue78,"of course you would, you're crazy too"
31-12-2017T19:33:41,DevlNuK,I would do this by eating a steak and listening to Russian music OH YEA
31-12-2017T19:33:41,KuroganeWatanoshi,xD
31-12-2017T19:33:48,KuroganeWatanoshi,it was cold
31-12-2017T19:34:05,MidnightBlue78,I give you some of my delicious steak Dev
31-12-2017T19:34:16,DevlNuK,yay
31-12-2017T19:34:31,MidnightBlue78,:ctwokinds-smug:
31-12-2017T19:34:50,DevlNuK,Wait wait THOSE NO
31-12-2017T19:36:04,MidnightBlue78,:ctwokinds-flomad:
31-12-2017T19:37:11,DevlNuK,(;-_-)
31-12-2017T19:37:46,DevlNuK,I still have not forgotten what you called me blue
31-12-2017T19:39:25,MidnightBlue78,I forgot
31-12-2017T19:39:34,MidnightBlue78,what did I call you?
31-12-2017T19:40:02,DevlNuK,s**y
31-12-2017T19:41:12,MidnightBlue78,"Oh, that"
31-12-2017T19:41:18,MidnightBlue78,:ctwokinds-kingtea:
31-12-2017T19:41:23,unsteddyphoenix,:thinking:
31-12-2017T19:41:31,DevlNuK,but nvm
31-12-2017T19:42:03,MidnightBlue78,nothing to see here...
31-12-2017T19:42:28,DevlNuK,yea
31-12-2017T19:46:31,DevlNuK,sidy  teddy ...
31-12-2017T19:58:34,Combak,"So, what's everyone up to?"
31-12-2017T20:05:25,KuroganeWatanoshi,nothing much. Just bored and probably gonna continue re-reading the comic
31-12-2017T20:07:57,DevlNuK,I'm doing the Fursona do Nuk system
31-12-2017T20:16:50,Combak,I... see...
31-12-2017T20:46:50,LeKnightWolf,:ptv-greetings:
31-12-2017T20:49:53,DevlNuK,hey Knight
31-12-2017T20:54:40,LeKnightWolf,how's it going
31-12-2017T20:59:37,DevlNuK,good and you?
31-12-2017T20:59:46,LeKnightWolf,doing ok
31-12-2017T21:09:41,Combak,"So, definitely no stream tonight."
31-12-2017T21:16:45,unsteddyphoenix,"Now that you've said that, he gon' stram."
31-12-2017T21:17:57,Combak,"I mean, he said his hand was too cold to draw about 2 hours ago, so... you know... infer."
31-12-2017T21:33:17,Bgrmystr2,He said he was pulling out a heater to warm his hands so he COULD draw.
31-12-2017T21:33:26,Bgrmystr2,but none of that infers anything about stream vs no stream :P
31-12-2017T21:33:34,DevlNuK,xD
31-12-2017T21:33:36,Bgrmystr2,"picking straws, really."
31-12-2017T21:33:57,Bgrmystr2,No big deal either way. :)
31-12-2017T21:36:10,Combak,"It means he was attempting to draw. If he was going to stream, he would be drawing. Since that was a while ago, he has probably started drawing. Since he is not streaming, we can assume he will not be streaming his drawing."
31-12-2017T21:37:00,Bgrmystr2,not exactly. He draws before he streams on Wed and Fri.
31-12-2017T21:37:12,Bgrmystr2,so that's not really relevant
31-12-2017T21:39:32,Combak,... Meh.
31-12-2017T23:09:32,Twokinds,There's never enough time
31-12-2017T23:10:34,Combak,Yep. :(
31-12-2017T23:12:33,unsteddyphoenix,Well the year just started. Lots of time left~
31-12-2017T23:23:39,Combak,"There's never enough time in the day for what you want to do. There's never enough time in your life to complete all your objectives. There's never enough time you can spend with loved ones. There's never enough time... Well, I think you get the idea now."
31-12-2017T23:28:05,unsteddyphoenix,:ctwokinds-zenshocked::ctwokinds-LauraCry:
