date,user,comment
31-12-2020T00:18:35,Dadrobit,"So, ya know, we gotta try to stop that from happening."
31-12-2020T00:18:41,CrRAR,"uh yeah, not to mention even all that ash and crap that rains down everywhere"
31-12-2020T00:24:37,SpazztasticKiwi,I don’t like jalapeños
31-12-2020T00:24:45,SpazztasticKiwi,but I don’t like spicy food
31-12-2020T00:25:05,SpazztasticKiwi,the jalapeños on that pizza weren’t a bad idea but they didn’t do anything for flavor
31-12-2020T00:25:37,CrRAR,spice is just a destroyer of other flavors
31-12-2020T00:25:50,CrRAR,a great nullifier
31-12-2020T00:27:05,SpazztasticKiwi,it went good with the bites with olives & mushrooms but otherwise it was just
31-12-2020T00:27:07,SpazztasticKiwi,hot
31-12-2020T00:27:43,CrRAR,"on something with that many toppings too, the jalapenos are like undetectable landmines"
31-12-2020T00:28:12,SpazztasticKiwi,they’re full slices
31-12-2020T00:28:15,CrRAR,:ctwokinds-reniembarrassed: munchmunch... munch
31-12-2020T00:28:15,SpazztasticKiwi,you can see them
31-12-2020T00:28:20,CrRAR,:ctwokinds-renirawr:
31-12-2020T00:28:33,CrRAR,wait were the whole?
31-12-2020T00:28:38,SpazztasticKiwi,I wish there’d been more bell pepper too
31-12-2020T00:28:44,CrRAR,or like lil slicys?
31-12-2020T00:28:45,SpazztasticKiwi,s l i c e d
31-12-2020T00:29:05,CrRAR,ahhh
31-12-2020T00:29:27,CrRAR,yeah a feel like a steak bomb pizza would be amazing
31-12-2020T00:29:37,CrRAR,:cw0lfmare-Echolove:
31-12-2020T00:29:55,SpazztasticKiwi,I want to go to that Korean pizza place Mike Chen went to in la
31-12-2020T00:29:55,CrRAR,"stek, pepps, onionssss"
31-12-2020T00:30:11,CrRAR,mushies too probably!
31-12-2020T00:30:16,CrRAR,:ccrrar-stek:
31-12-2020T00:30:32,CrRAR,hecc yeah!
31-12-2020T00:30:50,CrRAR,is it just like bulgo gi on a pizza?
31-12-2020T00:31:25,CrRAR,that could make total sense esp if they do something like a sweeter sauce
31-12-2020T00:31:41,CrRAR,like with BBQ chik they do bbq for the sauce
31-12-2020T00:31:50,CrRAR,but not THAT sweet
31-12-2020T00:32:01,CrRAR,"something custom, more subtle"
31-12-2020T00:32:08,SpazztasticKiwi,...I shared it here awhile ago
31-12-2020T00:32:57,SpazztasticKiwi,Tom have you got your Christmas stuff down yet
31-12-2020T00:36:37,CrRAR,"I wish I had a steak bomb calzone right now, now"
31-12-2020T00:37:27,CrRAR,next pizza day I s'pose.
31-12-2020T00:37:44,SpazztasticKiwi,I wish I had a nice tall dark n handsome glass but we can’t get what we want can we
31-12-2020T00:38:01,CrRAR,fair's fair
31-12-2020T00:43:00,Dadrobit,"Next pizza is gonna be a pineapple, pepperoni, jalapeno. Gonna be mighty delicious."
31-12-2020T00:44:11,CrRAR,pineapple does sounds sweet and different enough to counteract the spicy
31-12-2020T00:44:52,CrRAR,maybe if that had BBQ sauce on it that's be interesting
31-12-2020T00:45:48,Dadrobit,Bbq would be too much sweet for my taste on top of the pineapple.
31-12-2020T00:45:48,SpazztasticKiwi,pineapple is made of a chemical that eats flesh
31-12-2020T00:46:02,CrRAR,Hawaiian BBQ pizza is a thing
31-12-2020T00:46:06,CrRAR,yeah true
31-12-2020T00:46:33,CrRAR,Kiwi fruit has an even stronger version of that enzyme.
31-12-2020T00:47:02,CrRAR,frickin strong kiwifruit it feels like your gums are like dissolving
31-12-2020T00:47:08,CrRAR,freaky stuff
31-12-2020T00:47:23,SpazztasticKiwi,💪🥝
31-12-2020T00:47:26,CrRAR,good secret ingredient as marinade as a meat tenderizer
31-12-2020T00:47:49,CrRAR,because literally it breaks down collagen or something >:
31-12-2020T00:48:03,CrRAR,the bonds between the meat
31-12-2020T00:48:09,CrRAR,:cw0lfmare-VivianPanic:
31-12-2020T00:49:21,KeefMcDerpface,brb
31-12-2020T00:50:10,CrRAR,ok k
31-12-2020T00:54:38,CrRAR,:ctwokinds-laura: it's nearly time
31-12-2020T00:54:42,CrRAR,spazz
31-12-2020T00:54:59,CrRAR,:ctwokinds-awoo:
31-12-2020T00:55:24,SpazztasticKiwi,5
31-12-2020T00:55:53,Ordithus,:ctwokinds-awoo:
31-12-2020T00:56:22,SpazztasticKiwi,manager said I hope you have a happy new year before she left today & I said we’ll see
31-12-2020T00:57:19,CrRAR,:ctwokinds-laura: time will tell
31-12-2020T00:57:21,SpazztasticKiwi,she said she knew what I meant but she’s doing her $&! to start the new year good tomorrow or she’s ready to punch somebody in the mouth
31-12-2020T00:57:28,SpazztasticKiwi,& if that ain’t a mood
31-12-2020T00:58:24,CrRAR,positive outlook is half the battle but he'll if anyone can control the universe
31-12-2020T00:58:32,CrRAR,:ctwokinds-clovischuckle:
31-12-2020T00:59:04,CrRAR,:stopwatch::ctwokinds-karenOOO:
31-12-2020T00:59:25,BlackjackSec99,yep agreed
31-12-2020T00:59:35,SpazztasticKiwi,30 seconds
31-12-2020T00:59:49,CrRAR,:ctwokinds-reniderp:
31-12-2020T00:59:54,CrRAR,:ctwokinds-KatDance:
31-12-2020T01:00:00,CrRAR,:ctwokinds-reniderp_flip:
31-12-2020T01:00:07,CrRAR,:ctwokinds-FloDance:
31-12-2020T01:00:11,SpazztasticKiwi,jimanji!
31-12-2020T01:00:18,BlackjackSec99,2 hours.....
31-12-2020T01:00:33,CrRAR,:ctwokinds-sleepoverA::clock12::ctwokinds-sleepoverB:
31-12-2020T01:00:34,BlackjackSec99,:ctwokinds-flomad:
31-12-2020T01:00:42,SpazztasticKiwi,"now, somebody close that damn board game up & set it on fire"
31-12-2020T01:00:50,SpazztasticKiwi,add holy water
31-12-2020T01:00:53,SpazztasticKiwi,& salt
31-12-2020T01:00:57,SpazztasticKiwi,for good measure
31-12-2020T01:01:05,Twokinds,:ctwokinds-nibrun::ctwokinds-nibrun::ctwokinds-nibrun:
31-12-2020T01:01:14,CrRAR,salt? cure the demons and the slugs!
31-12-2020T01:01:21,CrRAR,hny tom!
31-12-2020T01:01:49,CrRAR,:cw0lfmare-Saltyember:
31-12-2020T01:01:51,Ordithus,:ctwokinds-nibsbounce::ctwokinds-nibsdance::ctwokinds-nibsbounce:
31-12-2020T01:02:11,CrRAR,:ccrrar-chipr::ctwokinds-nibsdance::ccrrar-chipr:
31-12-2020T01:02:13,SpazztasticKiwi,Tom I can’t believe you haven’t posted in a year
31-12-2020T01:02:41,Ordithus,Nothing all year long :cw0lfmare-Disappoint:
31-12-2020T01:02:44,CrRAR,bahdumtiss
31-12-2020T01:03:12,CrRAR,"tom: ""ya know, I could get used to this"""
31-12-2020T01:03:15,CrRAR,xD
31-12-2020T01:03:40,Dadrobit,One more hour til I can join the celebration
31-12-2020T01:03:53,CrRAR,huzzah!
31-12-2020T01:04:01,Dadrobit,Gonna assume the new years stream was a no go?
31-12-2020T01:08:21,Ordithus,:cw0lfmare-Echolove: ooh Sage made a pretty Mihari
31-12-2020T01:08:55,SpazztasticKiwi,I have 15 rice crispy treats left  if y’all can share
31-12-2020T01:09:13,Ordithus,:cw0lfmare-Emberflail: gib
31-12-2020T01:09:36,CrRAR,the most delicious ones I ever had was the chocolate drizzled ones
31-12-2020T01:09:52,CrRAR,I have bacon to barter
31-12-2020T01:09:52,SpazztasticKiwi,these have sprinkles
31-12-2020T01:10:02,Dadrobit,"Mihari with the ""who, me?"" Look"
31-12-2020T01:10:09,CrRAR,like rainbow?
31-12-2020T01:10:13,CrRAR,ones?
31-12-2020T01:10:41,CrRAR,:thinking: bacon topped krispie treats
31-12-2020T01:10:56,SpazztasticKiwi,how dare you say such a thing
31-12-2020T01:11:10,CrRAR,Bacon WRAPPED treats?
31-12-2020T01:11:19,SpazztasticKiwi,green Christmas trees & red n white plain shape sprinkles
31-12-2020T01:11:27,CrRAR,ooo festive
31-12-2020T01:11:30,Dadrobit,That bacon bits riced krispies sounds baller as heck
31-12-2020T01:11:36,CrRAR,right?
31-12-2020T01:11:49,SpazztasticKiwi,ok bacon wrapped cheese stuffed mushrooms
31-12-2020T01:12:10,CrRAR,that reminds me of those Christmas themed tree cakes
31-12-2020T01:12:18,Ordithus,"my god, you could conquer nations with that"
31-12-2020T01:12:18,CrRAR,kinda like the zebra cakes
31-12-2020T01:13:00,CrRAR,I feel like bacon + crispie treat would just make the bacon more bacony
31-12-2020T01:13:16,Dadrobit,Suddenly hyper nostalgic for the dino bites riced krispies I made as a wee child 20 years back.... Hello deeply repressed memories.
31-12-2020T01:13:26,SpazztasticKiwi,just think of how your stomach would thank you tho
31-12-2020T01:13:51,Dadrobit,"""Thank you sir, may I have another?"" - my stomach probably"
31-12-2020T01:13:53,CrRAR,:ptv-RainbowThrowup: < real life re-enactment
31-12-2020T01:14:06,CrRAR,:rainbow:
31-12-2020T01:14:41,CrRAR,it would learn what's good for it
31-12-2020T01:14:48,CrRAR,:ctwokinds-laura:
31-12-2020T01:14:59,SpazztasticKiwi,In ready to drool over watching Mark cook with their mom
31-12-2020T01:15:04,SpazztasticKiwi,im
31-12-2020T01:15:23,CrRAR,authentic foods :ok_hand:
31-12-2020T01:16:03,SpazztasticKiwi,watching a live step by step for me gonna be like *panik working*
31-12-2020T01:16:37,SpazztasticKiwi,in reality I doubt I’ll be getting to try any of it
31-12-2020T01:20:35,CrRAR,ord left
31-12-2020T01:20:38,CrRAR,rip
31-12-2020T01:20:44,CrRAR,o7
31-12-2020T01:20:52,SpazztasticKiwi,AHH
31-12-2020T01:21:00,SpazztasticKiwi,2020 TOOK HIM
31-12-2020T01:21:05,CrRAR,:trumpet::notes:
31-12-2020T01:21:11,CrRAR,crap
31-12-2020T01:21:17,CrRAR,1st victim
31-12-2020T01:21:25,CrRAR,it needed a tribute
31-12-2020T01:21:31,KeefMcDerpface,:ptv-whiny:
31-12-2020T01:21:49,CrRAR,wb keef
31-12-2020T01:22:19,KeefMcDerpface,"Oh yeah, I forgot I said goodbye..."
31-12-2020T01:22:23,CrRAR,on the bright side unstedd is back
31-12-2020T01:22:41,CrRAR,"don't fretty, we got unsteddy!"
31-12-2020T01:23:06,CrRAR,...and... spacecadety!
31-12-2020T01:24:07,Dadrobit,Among others
31-12-2020T01:24:25,Ordithus,:ctwokinds-clovischuckle: you thought you were rid of me that easily?
31-12-2020T01:24:38,CrRAR,:ptv-shock:
31-12-2020T01:24:40,KeefMcDerpface,\o/ He lives!
31-12-2020T01:24:44,CrRAR,wb
31-12-2020T01:25:16,Ordithus,finished dnd
31-12-2020T01:25:21,KeefMcDerpface,\o/
31-12-2020T01:25:21,Ordithus,we survived \o/
31-12-2020T01:25:24,CrRAR,ah nice
31-12-2020T01:25:31,CrRAR,that's always good
31-12-2020T01:25:40,Ordithus,And now we have no idea when or where we are
31-12-2020T01:25:48,CrRAR,live to die another day~
31-12-2020T01:25:49,KeefMcDerpface,Uh oh.
31-12-2020T01:26:01,CrRAR,is it dark?
31-12-2020T01:26:23,Ordithus,"Nah, looks normal ish"
31-12-2020T01:26:41,KeefMcDerpface,Was your navigator powered by Willow?
31-12-2020T01:26:41,CrRAR,ah okay
31-12-2020T01:26:43,Dadrobit,Congratulations!
31-12-2020T01:26:58,Ordithus,it's timey wimey and wishy washy
31-12-2020T01:27:42,Dadrobit,Hopefully not too wishy washy
31-12-2020T01:28:00,Ordithus,it was very WISH-y
31-12-2020T01:28:10,Dadrobit,Ohhhh
31-12-2020T01:28:17,Dadrobit,High level yo
31-12-2020T01:28:31,CrRAR,:ctwokinds-katwet: SLIGHTLY washy
31-12-2020T01:28:45,Ordithus,"not us. wizard cast wish ""Wait YOU'RE the heroes of the West?!"""
31-12-2020T01:30:07,Dadrobit,"Ah, as in you were wished into the scenario? Erfworld style?"
31-12-2020T01:30:16,Ordithus,yep
31-12-2020T01:30:33,Dadrobit,RIP Erfworld
31-12-2020T01:30:37,NeonMitsumi,Happy New Year nerds :cneonmitsumi-katgoesnyoooooom:
31-12-2020T01:30:43,Dadrobit,o/ Neon
31-12-2020T01:30:50,KeefMcDerpface,hello Neon
31-12-2020T01:30:59,Ordithus,Happy new year Neon!
31-12-2020T01:31:04,KeefMcDerpface,How's 2021 treating you?
31-12-2020T01:31:34,NeonMitsumi,"Too early to judge, don't want to jinx it. :P"
31-12-2020T01:31:51,Dadrobit,Just read the server poll results. Humans being the worst is a outrageous!
31-12-2020T01:32:33,NeonMitsumi,Haha
31-12-2020T01:32:46,NeonMitsumi,Funny thing is that only one person voted for Dogs as the best one
31-12-2020T01:34:34,Dadrobit,Folks going out of their way to MALIGN the glory of humanity yo!
31-12-2020T01:34:49,Ordithus,the fools :ctwokinds-eyeroll:
31-12-2020T01:35:38,NeonMitsumi,"I mean, we will do a proper survey in a week or two, so that will need some questions lol"
31-12-2020T01:36:06,NeonMitsumi,"""Who is the worst tribe and why is it humans?"""
31-12-2020T01:36:18,KeefMcDerpface,:ptv-laugh:
31-12-2020T01:36:41,Dadrobit,"How would you rate the glory of mankind? ""Great, Excellent, or Very Good"""
31-12-2020T01:37:21,NeonMitsumi,5/7 with rice
31-12-2020T01:38:43,NeonMitsumi,How have you guys been anyway?
31-12-2020T01:39:17,Dadrobit,Pretty excellent. Got back into Tarkov for some much needed extra stress! How about you?
31-12-2020T01:39:30,Ordithus,I've been good. Been on a staycation all week
31-12-2020T01:39:39,KeefMcDerpface,"Well we survived 2020, now to survive 2021..."
31-12-2020T01:41:29,NeonMitsumi,"Glad to hear, enjoy your games and vacation~!"
31-12-2020T01:41:53,NeonMitsumi,"I have been okay for the most part, but this week has been absolute garbage so far, so hoping that gets better lol"
31-12-2020T01:43:45,Dadrobit,Time wounds all heels or something like that
31-12-2020T01:44:50,NeonMitsumi,"Yeah, a lot of time xD"
31-12-2020T01:46:10,Dadrobit,Got some smooth jazz blasting in my guard house to pass my time personally.
31-12-2020T01:46:53,NeonMitsumi,"Ooooh, nice. Any particular tracks?"
31-12-2020T01:49:10,CrRAR,:notes::saxophone::ctwokinds-nibsbounce:
31-12-2020T01:49:33,CrRAR,hey neon
31-12-2020T01:49:38,NeonMitsumi,"Heya, Cr!"
31-12-2020T01:49:49,CrRAR,hny and such!
31-12-2020T01:49:53,Dadrobit,"At the moment, it actually happens to be ""President of the Academy"". An ost song from Beaststars"
31-12-2020T01:50:01,CrRAR,oh neat
31-12-2020T01:50:08,Dadrobit,Still have yet to watch it though
31-12-2020T01:50:14,CrRAR,same
31-12-2020T01:50:26,Dadrobit,Just happened to come across my recommend
31-12-2020T01:50:33,Dadrobit,Recommended*
31-12-2020T01:50:41,NeonMitsumi,Beastars soundtrack is great
31-12-2020T01:50:53,NinoGD,Yup
31-12-2020T01:51:03,SpazztasticKiwi,well I’m lost
31-12-2020T01:51:09,NinoGD,Im still in 2020
31-12-2020T01:52:06,Dadrobit,"Before that, it was Jeff Goldblum's jazz stuffs"
31-12-2020T01:54:09,CrRAR,how far did you get spazz?
31-12-2020T01:57:53,Dadrobit,"Brb, fireworks show is about to start"
31-12-2020T01:58:25,KeefMcDerpface,ok
31-12-2020T01:58:39,CrRAR,:ok_hand::ctwokinds-kingtea:
31-12-2020T02:00:04,CrRAR,:mount_fuji: :two::zero::two::one:
31-12-2020T02:00:05,KeefMcDerpface,T-minus 1 hour till launch of 2021.
31-12-2020T02:00:09,CrRAR,"mountain timers, rejoice!"
31-12-2020T02:00:21,CrRAR,Whoop keef
31-12-2020T02:01:21,NinoGD,Same
31-12-2020T02:11:49,Dadrobit,"Back, was a good little show!"
31-12-2020T02:12:18,KeefMcDerpface,wb
31-12-2020T02:12:29,Ordithus,:fireworks::ctwokinds-power::fireworks:
31-12-2020T02:12:31,Ordithus,nice
31-12-2020T02:16:12,Ordithus,:ctwokinds-RainezZz: night! happy new year one last time~
31-12-2020T02:16:22,KeefMcDerpface,night Ord
31-12-2020T02:17:15,NinoGD,I can see Nevada
31-12-2020T02:17:28,NinoGD,Night ord
31-12-2020T02:17:43,KeefMcDerpface,:eyes: But can you see the casinos?
31-12-2020T02:18:04,Dadrobit,o/ Ord
31-12-2020T02:19:03,NinoGD,Yeah
31-12-2020T02:19:56,CrRAR,nice nice
31-12-2020T02:20:11,CrRAR,"yup, s’bout that time"
31-12-2020T02:20:16,CrRAR,:ccrrar-natzz:
31-12-2020T02:21:36,CrRAR,pleasant sleeps everyone
31-12-2020T02:21:43,CrRAR,whenever that may be
31-12-2020T02:22:02,KeefMcDerpface,night CrRAR(?)
31-12-2020T02:22:11,CrRAR,yus
31-12-2020T02:22:14,CrRAR,:zzz:
31-12-2020T02:22:16,NinoGD,I’m at Nevada now
31-12-2020T02:22:26,NinoGD,Night CrRAR
31-12-2020T02:22:28,CrRAR,Nice :ok_hand:
31-12-2020T02:22:31,KeefMcDerpface,\o/
31-12-2020T02:30:04,KeefMcDerpface,T-minus 30 minutes till launch of 2021.
31-12-2020T02:31:11,SpazztasticKiwi,Tom are you excited
31-12-2020T02:33:07,Dadrobit,Have a good night all y'all that are heading out!
31-12-2020T02:37:15,ThingsAreMoving,Happy new year everyone! I wish you all the best and good luck with your personal developments in 2021! May this year be better than the last one. Be good! :ctwokinds-nibsbounce:
31-12-2020T02:37:32,KeefMcDerpface,hi Things
31-12-2020T02:37:38,KeefMcDerpface,And Happy New Year
31-12-2020T02:38:13,NinoGD,Hi things
31-12-2020T02:38:30,NinoGD,I can now see Las Vegas
31-12-2020T02:38:52,KeefMcDerpface,\o/
31-12-2020T02:45:01,ThingsAreMoving,:ctwokinds-renirar: It's almost 8am over here. I'm drunk and running on caffeine + dopamine and sugar. Wanted to wish the US people happy new year before I collapse.
31-12-2020T02:45:27,KeefMcDerpface,"2021 seems to be going well for you, eh?"
31-12-2020T02:45:54,ThingsAreMoving,"Can't complain about the first 8 hours, no."
31-12-2020T02:47:33,ThingsAreMoving,"what's your local time, Keef?"
31-12-2020T02:47:44,KeefMcDerpface,11:47
31-12-2020T02:47:53,KeefMcDerpface,west coast usa
31-12-2020T02:49:04,ThingsAreMoving,12 minutes till new year :eyes:
31-12-2020T02:49:59,SpazztasticKiwi,I just watched
31-12-2020T02:50:04,NinoGD,23:50
31-12-2020T02:50:06,ThingsAreMoving,Are you playing with people? Drinking? Going out to shoot fireworks?
31-12-2020T02:50:06,SpazztasticKiwi,the most painful video
31-12-2020T02:50:21,ThingsAreMoving,painful to whom?
31-12-2020T02:51:04,NinoGD,Im at vegas next to the sign
31-12-2020T02:51:48,KeefMcDerpface,Congrats!
31-12-2020T02:53:05,ThingsAreMoving,"Is that a good thing? My only working image of las vegas is a city flooded in neon light, where sleeping is reserved only for the blind."
31-12-2020T02:53:26,SpazztasticKiwi,me
31-12-2020T02:53:37,SpazztasticKiwi,the commentators watching
31-12-2020T02:55:40,KeefMcDerpface,T-minus 5 mintues.
31-12-2020T02:55:49,ThingsAreMoving,:cthingsaremoving-basitincoffee:
31-12-2020T02:56:11,ThingsAreMoving,care to elaborate on the vid? Maybe even link it?
31-12-2020T02:59:03,KeefMcDerpface,T-minus 1 minute till launch of 2021.
31-12-2020T02:59:39,KeefMcDerpface,30 seconds.
31-12-2020T03:00:12,KeefMcDerpface,HAPPY NEW YEAR
31-12-2020T03:00:30,NinoGD,Happy New Year
31-12-2020T03:00:36,KeefMcDerpface,And wars waging outside!!
31-12-2020T03:00:50,ThingsAreMoving,Happy new year!
31-12-2020T03:01:05,KeefMcDerpface,I am not gonna sleep with this amount of fireworks...
31-12-2020T03:01:30,ThingsAreMoving,It's gonna blow off pretty soon. Give it 15 minutes
31-12-2020T03:01:37,ThingsAreMoving,blow down?
31-12-2020T03:01:48,ThingsAreMoving,what's the proper term?
31-12-2020T03:02:02,KeefMcDerpface,:ptv-confused: I don't know...
31-12-2020T03:02:39,KeefMcDerpface,Dogs have started barking...
31-12-2020T03:04:16,KeefMcDerpface,Now I don't know if I'm hearing gunshots or fireworks...
31-12-2020T03:04:18,ThingsAreMoving,"If you want to sleep through new year's eve, you should've got some earplugs"
31-12-2020T03:04:24,ThingsAreMoving,get
31-12-2020T03:04:30,KeefMcDerpface,I do.
31-12-2020T03:04:55,KeefMcDerpface,"But like I said, it's like a war out there."
31-12-2020T03:04:56,ThingsAreMoving,and still you can hear the explosions?
31-12-2020T03:05:03,ThingsAreMoving,damn
31-12-2020T03:05:28,KeefMcDerpface,The one downside of living in the country.
31-12-2020T03:06:36,ThingsAreMoving,"eh, it's once a year"
31-12-2020T03:07:33,ThingsAreMoving,I haven't hears even one firework go off over here tbh. Probably because I was too busy laughing with my friends
31-12-2020T03:08:34,ThingsAreMoving,"We celebrated new year three times tonight, cause we live in three different time zones,"
31-12-2020T03:09:35,KeefMcDerpface,That's a lot of champagne...
31-12-2020T03:09:45,KeefMcDerpface,:champagne: :champagne: :champagne:
31-12-2020T03:10:21,ThingsAreMoving,"1l of vodka, 0.75l of prosecco, and some other lighter stuff"
31-12-2020T03:10:26,ThingsAreMoving,No champagne
31-12-2020T03:10:40,KeefMcDerpface,aww
31-12-2020T03:11:24,CrimsonQuill,"Good morning all, and happy new year!"
31-12-2020T03:11:50,ThingsAreMoving,o/ Quill. Waking up at 8am on the 1st of January>
31-12-2020T03:12:06,NinoGD,Hi quill
31-12-2020T03:12:15,KeefMcDerpface,morning Quill
31-12-2020T03:12:20,Dadrobit,Morning
31-12-2020T03:12:22,ThingsAreMoving,Happy new year anyways!
31-12-2020T03:12:26,CrimsonQuill,:)
31-12-2020T03:12:44,CrimsonQuill,"How are you all? (8amish here, got up at 7:00)"
31-12-2020T03:13:10,NinoGD,The Main street at Vegas is closed
31-12-2020T03:13:22,NinoGD,I think idk
31-12-2020T03:13:33,Dadrobit,"Pretty chill so far, just dealing with a ton of Ubers/Lyfts and some belligerent fares."
31-12-2020T03:13:48,NinoGD,Yup it’s closed
31-12-2020T03:14:07,ThingsAreMoving,"Finishing the last of my alcohol and coffee. 8am here as well, but I'm not sleepy yet"
31-12-2020T03:14:11,KeefMcDerpface,Well people are declaring war at the sky using rocket propelled colorful explosives here.
31-12-2020T03:14:35,Dadrobit,"Alcohol and coffee, gotta mix those uppers and downers huh?"
31-12-2020T03:15:02,CrimsonQuill,Oooh lovely
31-12-2020T03:15:25,CrimsonQuill,I had mulled wine with my family last night. That and a Rhubarb Vodka mixer.
31-12-2020T03:15:34,CrimsonQuill,But that was around luncheon.
31-12-2020T03:15:38,CrimsonQuill,And 3 hours apart.
31-12-2020T03:15:58,Dadrobit,Stone cold sober. 4 more hours at work.
31-12-2020T03:16:02,CrimsonQuill,"I welcomed in the New year with the end credits of ""Mononoke Hime"""
31-12-2020T03:16:09,CrimsonQuill,Seemed appropriate.
31-12-2020T03:16:23,CrimsonQuill,@Dadrobit Good luck with your shift.
31-12-2020T03:16:29,Dadrobit,Nausicaa woulda worked as well
31-12-2020T03:16:39,Dadrobit,Thanks
31-12-2020T03:17:28,CrimsonQuill,"I just adore the aesthetics, the themes and music,"
31-12-2020T03:18:13,CrimsonQuill,I have somewhat of an interest in the themes of winter and new year...I'll leave it at that.
31-12-2020T03:18:27,SpazztasticKiwi,thingsisgonnabehungover
31-12-2020T03:18:41,CrimsonQuill,"Uh oh, careful Spazz!"
31-12-2020T03:18:42,ThingsAreMoving,"Started drinking and playing games with my friends around 8pm. All of them went to sleep like 4 hrs ago, but I don't think I'd be able to fall asleep now"
31-12-2020T03:18:49,Dadrobit,"Dunno if I have nausicaa on my phone, actually kinda wanto to watch it now..."
31-12-2020T03:19:14,ThingsAreMoving,Things is 30+ y/o. Things knows how to prevent hangover from excessivealcohol consumption
31-12-2020T03:19:23,ThingsAreMoving,:3
31-12-2020T03:19:34,KeefMcDerpface,If you say so.
31-12-2020T03:19:40,CrimsonQuill,"My rule runs thus: ""If you find your limit, you've had a drop too much""."
31-12-2020T03:20:09,Dadrobit,\o/ I do! Plans aquired after work slows down.
31-12-2020T03:20:30,CrimsonQuill,"Oh, wonderful Dadrobit! That'll be something nice to welcome in the year."
31-12-2020T03:20:50,Dadrobit,"Plenty of water during and after. Also, just stop drinking after the buzz kicks in."
31-12-2020T03:21:00,NinoGD,So many sirens at Vegas
31-12-2020T03:21:38,SpazztasticKiwi,I have a face mask to peel off & kitty snuggles
31-12-2020T03:21:47,ThingsAreMoving,"My rule is 'as long as you can formulate conscious thoughts you won't have a hangover"" worked out so far. Also, some water and a bit of sweetened alcohol after waking up to ease the transition"
31-12-2020T03:22:33,ThingsAreMoving,"bacon and eggs for breakfast help,,, too"
31-12-2020T03:22:52,SpazztasticKiwi,man I made $$$$ this month but I’m so sick of seeing work
31-12-2020T03:23:08,NinoGD,Oof
31-12-2020T03:23:38,CrimsonQuill,"Lots of water, lots of food."
