date,user,comment
31-12-2019T17:53:43,SpazztasticKiwi,then he got the skin cut off
31-12-2019T17:56:10,TeapotOfDoom,yeah prolly nessecary after losing that much. but it really transforms people
31-12-2019T17:57:41,TeapotOfDoom,a popular physicist over here lost a lot of weight after a hard attack. was about 150kg before and went down to about 90kg as well i think. he looks completely different now
31-12-2019T17:58:01,SpazztasticKiwi,the stretch marks & skin I got from my weight is something I want work done on
31-12-2019T17:58:29,Dadrobit,"Man, even dropping 40 pounds felt amazing when I first decided to stop getting fatter."
31-12-2019T17:58:47,SpazztasticKiwi,I gained alot in a small span in hs then after graduation ended up loosing it and man I’ll tell you I realize now I looked awful
31-12-2019T17:58:55,Dadrobit,Literally could not imagine living with just an extra person attatched to myself.
31-12-2019T17:59:36,SpazztasticKiwi,dropped close to 40 pounds myself
31-12-2019T17:59:55,Dadrobit,For a bunch of years after I broke my back I just got progressively more lazy. Was an easy slow decent into fatface.
31-12-2019T18:00:00,SpazztasticKiwi,"still got more to loose, gained some in winter"
31-12-2019T18:00:01,Dadrobit,descent*
31-12-2019T18:07:31,TeapotOfDoom,you broke your back?
31-12-2019T18:08:53,Dadrobit,Yeah lol. In six places.
31-12-2019T18:09:21,Dadrobit,Dirtbike accident.
31-12-2019T18:10:06,TeapotOfDoom,wow shit
31-12-2019T18:10:15,Dadrobit,Easy to put off working out when it hurts just that little bit extra.
31-12-2019T18:10:32,TeapotOfDoom,yup classic
31-12-2019T18:11:58,TeapotOfDoom,i'm so glad i started to boulder regularly about a year ago. kept me quite fit. need to stop eating as much choclates tho
31-12-2019T18:14:36,SpazztasticKiwi,I haul around so many boxes my arms are skinny but they’re lean
31-12-2019T18:15:44,Dadrobit,"Home gym stuff is my jam. Stationary bike and a weight machine. One hour, every M/W/F. Scheduling is actually the best."
31-12-2019T18:15:55,TeapotOfDoom,indeed
31-12-2019T18:16:31,TeapotOfDoom,my schedule is going for a set of exercises every day. doesn't need to be as much as long as it's consistent
31-12-2019T18:16:41,SpazztasticKiwi,"when I was running and tried that 50 squats a night for a month, I could crush a watermelon with my legs"
31-12-2019T18:17:07,Dadrobit,"Not buff, and definitely less definition than I had a few months ago, but that consistent schedule at least keeps me in a shape that isn't ""round"""
31-12-2019T18:17:08,SpazztasticKiwi,the idea was to decrease their size tho
31-12-2019T18:17:17,SpazztasticKiwi,so I cut the squats
31-12-2019T18:23:33,RimaDraws,yo again
31-12-2019T18:24:01,TeapotOfDoom,yo rima
31-12-2019T18:24:09,RimaDraws,hi teapot
31-12-2019T18:24:26,SpazztasticKiwi,yo-yo
31-12-2019T18:27:59,RimaDraws,how is
31-12-2019T18:30:00,TeapotOfDoom,got late yesterday
31-12-2019T18:30:06,TeapotOfDoom,working on music rn
31-12-2019T18:32:11,TeapotOfDoom,how're you doin?
31-12-2019T18:53:35,RimaDraws,good
31-12-2019T19:24:24,TeapotOfDoom,good to hear
31-12-2019T19:24:42,RimaDraws,^^
31-12-2019T19:25:07,TeapotOfDoom,have to go to bed tho. heating unit just gave up two days ago. replacement is finally arriving tomorrow
31-12-2019T19:25:24,TeapotOfDoom,no more cold showers yay
31-12-2019T19:25:33,RimaDraws,thats good
31-12-2019T19:26:28,TeapotOfDoom,"repair guy took a look at it and just went ""ohoh"""
31-12-2019T19:27:07,TeapotOfDoom,anyway have a good night :ctwokinds-RainezZz:
31-12-2019T20:14:15,TerraTheWizard,:ctwokinds-RainezZz:
31-12-2019T21:34:44,SpazztasticKiwi,🥔
